radius_2,radius_3,metric_name,mol_prop,split_type,nbit,p_value,stats_method
Radius: 2,Radius: 3,MAE,KOR,random,NumBits: 1024,0.08366998691712503,ranksums
Radius: 2,Radius: 3,RMSE,MDR1,scaffold,NumBits: 2048,0.49519205726287674,ttest_rel
Radius: 2,Radius: 3,RMSE,MDR1,scaffold,NumBits: 2048,0.5716457836721114,wilcoxon
Radius: 2,Radius: 3,RMSE,MDR1,scaffold,NumBits: 2048,0.8183660634165334,ttest_ind
Radius: 2,Radius: 3,RMSE,MDR1,scaffold,NumBits: 2048,0.9646228051136889,ranksums
Radius: 2,Radius: 3,R2,MDR1,scaffold,NumBits: 2048,0.6192996425930963,ttest_rel
Radius: 2,Radius: 3,R2,MDR1,scaffold,NumBits: 2048,0.8612125197358381,wilcoxon
Radius: 2,Radius: 3,R2,MDR1,scaffold,NumBits: 2048,0.9112210168886274,ttest_ind
Radius: 2,Radius: 3,R2,MDR1,scaffold,NumBits: 2048,0.8941460645782624,ranksums
Radius: 2,Radius: 3,Pearson_R,MDR1,scaffold,NumBits: 2048,0.6851672888908653,ttest_rel
Radius: 2,Radius: 3,Pearson_R,MDR1,scaffold,NumBits: 2048,0.7655192919016102,wilcoxon
Radius: 2,Radius: 3,Pearson_R,MDR1,scaffold,NumBits: 2048,0.9312708501563998,ttest_ind
Radius: 2,Radius: 3,Pearson_R,MDR1,scaffold,NumBits: 2048,1.0,ranksums
Radius: 2,Radius: 3,MAE,MDR1,scaffold,NumBits: 2048,0.2313001418746688,ttest_rel
Radius: 2,Radius: 3,MAE,MDR1,scaffold,NumBits: 2048,0.38203416302245696,wilcoxon
Radius: 2,Radius: 3,MAE,MDR1,scaffold,NumBits: 2048,0.7005271546032508,ttest_ind
Radius: 2,Radius: 3,MAE,MDR1,scaffold,NumBits: 2048,0.8360239504893114,ranksums
Radius: 2,Radius: 3,RMSE,CYP2D6,scaffold,NumBits: 2048,0.07183624551806747,ttest_rel
Radius: 2,Radius: 3,RMSE,CYP2D6,scaffold,NumBits: 2048,0.1020106952499886,wilcoxon
Radius: 2,Radius: 3,RMSE,CYP2D6,scaffold,NumBits: 2048,0.7501836162515539,ttest_ind
Radius: 2,Radius: 3,RMSE,CYP2D6,scaffold,NumBits: 2048,0.8130052876119973,ranksums
Radius: 2,Radius: 3,R2,CYP2D6,scaffold,NumBits: 2048,0.09093880394547123,ttest_rel
Radius: 2,Radius: 3,R2,CYP2D6,scaffold,NumBits: 2048,0.12044472790832522,wilcoxon
Radius: 2,Radius: 3,R2,CYP2D6,scaffold,NumBits: 2048,0.5576706624649536,ttest_ind
Radius: 2,Radius: 3,R2,CYP2D6,scaffold,NumBits: 2048,0.5153597975802848,ranksums
Radius: 2,Radius: 3,Pearson_R,CYP2D6,scaffold,NumBits: 2048,0.22395061270245106,ttest_rel
Radius: 2,Radius: 3,Pearson_R,CYP2D6,scaffold,NumBits: 2048,0.2802144081140372,wilcoxon
Radius: 2,Radius: 3,Pearson_R,CYP2D6,scaffold,NumBits: 2048,0.6788861896657667,ttest_ind
Radius: 2,Radius: 3,Pearson_R,CYP2D6,scaffold,NumBits: 2048,0.5444075540129325,ranksums
Radius: 2,Radius: 3,MAE,CYP2D6,scaffold,NumBits: 2048,0.050985992601121674,ttest_rel
Radius: 2,Radius: 3,MAE,CYP2D6,scaffold,NumBits: 2048,0.07190333008390941,wilcoxon
Radius: 2,Radius: 3,MAE,CYP2D6,scaffold,NumBits: 2048,0.6211630649659843,ttest_ind
Radius: 2,Radius: 3,MAE,CYP2D6,scaffold,NumBits: 2048,0.5542678363243182,ranksums
Radius: 2,Radius: 3,RMSE,CYP3A4,scaffold,NumBits: 2048,0.5869359566513868,ttest_rel
Radius: 2,Radius: 3,RMSE,CYP3A4,scaffold,NumBits: 2048,0.14138951131633032,wilcoxon
Radius: 2,Radius: 3,RMSE,CYP3A4,scaffold,NumBits: 2048,0.9272401252247858,ttest_ind
Radius: 2,Radius: 3,RMSE,CYP3A4,scaffold,NumBits: 2048,0.8244957516547711,ranksums
Radius: 2,Radius: 3,R2,CYP3A4,scaffold,NumBits: 2048,0.8316761174587757,ttest_rel
Radius: 2,Radius: 3,R2,CYP3A4,scaffold,NumBits: 2048,0.17137638877502248,wilcoxon
Radius: 2,Radius: 3,R2,CYP3A4,scaffold,NumBits: 2048,0.9601771772421244,ttest_ind
Radius: 2,Radius: 3,R2,CYP3A4,scaffold,NumBits: 2048,0.7674679739607242,ranksums
Radius: 2,Radius: 3,Pearson_R,CYP3A4,scaffold,NumBits: 2048,0.45961482734948933,ttest_rel
Radius: 2,Radius: 3,Pearson_R,CYP3A4,scaffold,NumBits: 2048,0.24519030932096386,wilcoxon
Radius: 2,Radius: 3,Pearson_R,CYP3A4,scaffold,NumBits: 2048,0.8906142463751916,ttest_ind
Radius: 2,Radius: 3,Pearson_R,CYP3A4,scaffold,NumBits: 2048,0.7116726254873127,ranksums
Radius: 2,Radius: 3,MAE,CYP3A4,scaffold,NumBits: 2048,0.07087595592256221,ttest_rel
Radius: 2,Radius: 3,MAE,CYP3A4,scaffold,NumBits: 2048,0.06871363079688197,wilcoxon
Radius: 2,Radius: 3,MAE,CYP3A4,scaffold,NumBits: 2048,0.7994903954297066,ttest_ind
Radius: 2,Radius: 3,MAE,CYP3A4,scaffold,NumBits: 2048,0.7338250612126413,ranksums
Radius: 2,Radius: 3,RMSE,MOR,scaffold,NumBits: 2048,0.15351051542000427,ttest_rel
Radius: 2,Radius: 3,RMSE,MOR,scaffold,NumBits: 2048,0.0977721901049929,wilcoxon
Radius: 2,Radius: 3,RMSE,MOR,scaffold,NumBits: 2048,0.7967437782735115,ttest_ind
Radius: 2,Radius: 3,RMSE,MOR,scaffold,NumBits: 2048,0.5843624220907104,ranksums
Radius: 2,Radius: 3,R2,MOR,scaffold,NumBits: 2048,0.23688219668317795,ttest_rel
Radius: 2,Radius: 3,R2,MOR,scaffold,NumBits: 2048,0.12543823902980825,wilcoxon
Radius: 2,Radius: 3,R2,MOR,scaffold,NumBits: 2048,0.8086253779987251,ttest_ind
Radius: 2,Radius: 3,R2,MOR,scaffold,NumBits: 2048,0.7006856607005523,ranksums
Radius: 2,Radius: 3,Pearson_R,MOR,scaffold,NumBits: 2048,0.12120768400113613,ttest_rel
Radius: 2,Radius: 3,Pearson_R,MOR,scaffold,NumBits: 2048,0.12543823902980825,wilcoxon
Radius: 2,Radius: 3,Pearson_R,MOR,scaffold,NumBits: 2048,0.7702360865690617,ttest_ind
Radius: 2,Radius: 3,Pearson_R,MOR,scaffold,NumBits: 2048,0.6151959787448548,ranksums
Radius: 2,Radius: 3,MAE,MOR,scaffold,NumBits: 2048,0.02509083459057643,ttest_rel
Radius: 2,Radius: 3,MAE,MOR,scaffold,NumBits: 2048,0.025637124030657623,wilcoxon
Radius: 2,Radius: 3,MAE,MOR,scaffold,NumBits: 2048,0.7008045753829284,ttest_ind
Radius: 2,Radius: 3,MAE,MOR,scaffold,NumBits: 2048,0.6681063796183101,ranksums
Radius: 2,Radius: 3,RMSE,DOR,scaffold,NumBits: 2048,0.6377631227745681,ttest_rel
Radius: 2,Radius: 3,RMSE,DOR,scaffold,NumBits: 2048,0.6143145637885868,wilcoxon
Radius: 2,Radius: 3,RMSE,DOR,scaffold,NumBits: 2048,0.8913275699547237,ttest_ind
Radius: 2,Radius: 3,RMSE,DOR,scaffold,NumBits: 2048,0.6897609572758945,ranksums
Radius: 2,Radius: 3,R2,DOR,scaffold,NumBits: 2048,0.5661720703400525,ttest_rel
Radius: 2,Radius: 3,R2,DOR,scaffold,NumBits: 2048,0.517047890994101,wilcoxon
Radius: 2,Radius: 3,R2,DOR,scaffold,NumBits: 2048,0.8617982201828687,ttest_ind
Radius: 2,Radius: 3,R2,DOR,scaffold,NumBits: 2048,0.6361406857702461,ranksums
Radius: 2,Radius: 3,Pearson_R,DOR,scaffold,NumBits: 2048,0.7449382903341975,ttest_rel
Radius: 2,Radius: 3,Pearson_R,DOR,scaffold,NumBits: 2048,0.7188875621362669,wilcoxon
Radius: 2,Radius: 3,Pearson_R,DOR,scaffold,NumBits: 2048,0.9235468830550019,ttest_ind
Radius: 2,Radius: 3,Pearson_R,DOR,scaffold,NumBits: 2048,0.7006856607005523,ranksums
Radius: 2,Radius: 3,MAE,DOR,scaffold,NumBits: 2048,0.6832648215360985,ttest_rel
Radius: 2,Radius: 3,MAE,DOR,scaffold,NumBits: 2048,0.4528065046691958,wilcoxon
Radius: 2,Radius: 3,MAE,DOR,scaffold,NumBits: 2048,0.9304297637157563,ttest_ind
Radius: 2,Radius: 3,MAE,DOR,scaffold,NumBits: 2048,0.8130052876119973,ranksums
Radius: 2,Radius: 3,RMSE,KOR,scaffold,NumBits: 2048,0.0021574736506175854,ttest_rel
Radius: 2,Radius: 3,RMSE,KOR,scaffold,NumBits: 2048,0.0027652741969916386,wilcoxon
Radius: 2,Radius: 3,RMSE,KOR,scaffold,NumBits: 2048,0.4877031161910511,ttest_ind
Radius: 2,Radius: 3,RMSE,KOR,scaffold,NumBits: 2048,0.5346352407039292,ranksums
Radius: 2,Radius: 3,R2,KOR,scaffold,NumBits: 2048,0.002089009258332389,ttest_rel
Radius: 2,Radius: 3,R2,KOR,scaffold,NumBits: 2048,0.002584559206552009,wilcoxon
Radius: 2,Radius: 3,R2,KOR,scaffold,NumBits: 2048,0.44450525099754123,ttest_ind
Radius: 2,Radius: 3,R2,KOR,scaffold,NumBits: 2048,0.564214705145786,ranksums
Radius: 2,Radius: 3,Pearson_R,KOR,scaffold,NumBits: 2048,0.0019515195036158258,ttest_rel
Radius: 2,Radius: 3,Pearson_R,KOR,scaffold,NumBits: 2048,0.0024147041360347552,wilcoxon
Radius: 2,Radius: 3,Pearson_R,KOR,scaffold,NumBits: 2048,0.43130984471734957,ttest_ind
Radius: 2,Radius: 3,Pearson_R,KOR,scaffold,NumBits: 2048,0.49645154752910825,ranksums
Radius: 2,Radius: 3,MAE,KOR,scaffold,NumBits: 2048,2.178204664729619e-05,ttest_rel
Radius: 2,Radius: 3,MAE,KOR,scaffold,NumBits: 2048,7.513662254944795e-05,wilcoxon
Radius: 2,Radius: 3,MAE,KOR,scaffold,NumBits: 2048,0.36583365166965276,ttest_ind
Radius: 2,Radius: 3,MAE,KOR,scaffold,NumBits: 2048,0.32190218598612863,ranksums
Radius: 2,Radius: 3,RMSE,MDR1,random,NumBits: 2048,0.03336961808440023,ttest_rel
Radius: 2,Radius: 3,RMSE,MDR1,random,NumBits: 2048,0.0005287248371505039,wilcoxon
Radius: 2,Radius: 3,RMSE,MDR1,random,NumBits: 2048,0.46308574646930456,ttest_ind
Radius: 2,Radius: 3,RMSE,MDR1,random,NumBits: 2048,0.48713803171001935,ranksums
Radius: 2,Radius: 3,R2,MDR1,random,NumBits: 2048,0.026661845248269152,ttest_rel
Radius: 2,Radius: 3,R2,MDR1,random,NumBits: 2048,0.0005287248371505039,wilcoxon
Radius: 2,Radius: 3,R2,MDR1,random,NumBits: 2048,0.5324116950272026,ttest_ind
Radius: 2,Radius: 3,R2,MDR1,random,NumBits: 2048,0.5153597975802848,ranksums
Radius: 2,Radius: 3,Pearson_R,MDR1,random,NumBits: 2048,0.017700827301404758,ttest_rel
Radius: 2,Radius: 3,Pearson_R,MDR1,random,NumBits: 2048,0.0006156406207014214,wilcoxon
Radius: 2,Radius: 3,Pearson_R,MDR1,random,NumBits: 2048,0.4714945025317854,ttest_ind
Radius: 2,Radius: 3,Pearson_R,MDR1,random,NumBits: 2048,0.5444075540129325,ranksums
Radius: 2,Radius: 3,MAE,MDR1,random,NumBits: 2048,0.0013965404600107597,ttest_rel
Radius: 2,Radius: 3,MAE,MDR1,random,NumBits: 2048,0.0014839276312951777,wilcoxon
Radius: 2,Radius: 3,MAE,MDR1,random,NumBits: 2048,0.33504976433440037,ttest_ind
Radius: 2,Radius: 3,MAE,MDR1,random,NumBits: 2048,0.28711193012328706,ranksums
Radius: 2,Radius: 3,RMSE,CYP2D6,random,NumBits: 2048,0.04087044576574104,ttest_rel
Radius: 2,Radius: 3,RMSE,CYP2D6,random,NumBits: 2048,0.049498046027749744,wilcoxon
Radius: 2,Radius: 3,RMSE,CYP2D6,random,NumBits: 2048,0.6407111968928765,ttest_ind
Radius: 2,Radius: 3,RMSE,CYP2D6,random,NumBits: 2048,0.5249522282756667,ranksums
Radius: 2,Radius: 3,R2,CYP2D6,random,NumBits: 2048,0.03967969909260267,ttest_rel
Radius: 2,Radius: 3,R2,CYP2D6,random,NumBits: 2048,0.0368261284160903,wilcoxon
Radius: 2,Radius: 3,R2,CYP2D6,random,NumBits: 2048,0.5786021202618161,ttest_ind
Radius: 2,Radius: 3,R2,CYP2D6,random,NumBits: 2048,0.5058591780795985,ranksums
Radius: 2,Radius: 3,Pearson_R,CYP2D6,random,NumBits: 2048,0.09778874467868225,ttest_rel
Radius: 2,Radius: 3,Pearson_R,CYP2D6,random,NumBits: 2048,0.07864666027410346,wilcoxon
Radius: 2,Radius: 3,Pearson_R,CYP2D6,random,NumBits: 2048,0.6632760136369005,ttest_ind
Radius: 2,Radius: 3,Pearson_R,CYP2D6,random,NumBits: 2048,0.6256305639654389,ranksums
Radius: 2,Radius: 3,MAE,CYP2D6,random,NumBits: 2048,0.051954089228077635,ttest_rel
Radius: 2,Radius: 3,MAE,CYP2D6,random,NumBits: 2048,0.051930665029697155,wilcoxon
Radius: 2,Radius: 3,MAE,CYP2D6,random,NumBits: 2048,0.576206988611041,ttest_ind
Radius: 2,Radius: 3,MAE,CYP2D6,random,NumBits: 2048,0.5153597975802848,ranksums
Radius: 2,Radius: 3,RMSE,CYP3A4,random,NumBits: 2048,0.00014904759944755282,ttest_rel
Radius: 2,Radius: 3,RMSE,CYP3A4,random,NumBits: 2048,0.0002830789435165413,wilcoxon
Radius: 2,Radius: 3,RMSE,CYP3A4,random,NumBits: 2048,0.43105052931053267,ttest_ind
Radius: 2,Radius: 3,RMSE,CYP3A4,random,NumBits: 2048,0.38305504584585626,ranksums
Radius: 2,Radius: 3,R2,CYP3A4,random,NumBits: 2048,0.00016780986811508027,ttest_rel
Radius: 2,Radius: 3,R2,CYP3A4,random,NumBits: 2048,0.00026134309226671514,wilcoxon
Radius: 2,Radius: 3,R2,CYP3A4,random,NumBits: 2048,0.37827598532924755,ttest_ind
Radius: 2,Radius: 3,R2,CYP3A4,random,NumBits: 2048,0.3365583763946506,ranksums
Radius: 2,Radius: 3,Pearson_R,CYP3A4,random,NumBits: 2048,0.00047160553346199164,ttest_rel
Radius: 2,Radius: 3,Pearson_R,CYP3A4,random,NumBits: 2048,0.000715703384624892,wilcoxon
Radius: 2,Radius: 3,Pearson_R,CYP3A4,random,NumBits: 2048,0.41565235246976007,ttest_ind
Radius: 2,Radius: 3,Pearson_R,CYP3A4,random,NumBits: 2048,0.4246622046508918,ranksums
Radius: 2,Radius: 3,MAE,CYP3A4,random,NumBits: 2048,2.3861939212410657e-08,ttest_rel
Radius: 2,Radius: 3,MAE,CYP3A4,random,NumBits: 2048,5.751653269401829e-06,wilcoxon
Radius: 2,Radius: 3,MAE,CYP3A4,random,NumBits: 2048,0.08943167836644003,ttest_ind
Radius: 2,Radius: 3,MAE,CYP3A4,random,NumBits: 2048,0.07362842906528969,ranksums
Radius: 2,Radius: 3,RMSE,MOR,random,NumBits: 2048,0.18461964629870145,ttest_rel
Radius: 2,Radius: 3,RMSE,MOR,random,NumBits: 2048,0.30861485052601767,wilcoxon
Radius: 2,Radius: 3,RMSE,MOR,random,NumBits: 2048,0.6964841010013123,ttest_ind
Radius: 2,Radius: 3,RMSE,MOR,random,NumBits: 2048,0.4246622046508918,ranksums
Radius: 2,Radius: 3,R2,MOR,random,NumBits: 2048,0.18858589163867012,ttest_rel
Radius: 2,Radius: 3,R2,MOR,random,NumBits: 2048,0.29894375201959067,wilcoxon
Radius: 2,Radius: 3,R2,MOR,random,NumBits: 2048,0.6746062577603908,ttest_ind
Radius: 2,Radius: 3,R2,MOR,random,NumBits: 2048,0.6681063796183101,ranksums
Radius: 2,Radius: 3,Pearson_R,MOR,random,NumBits: 2048,0.19787256066376116,ttest_rel
Radius: 2,Radius: 3,Pearson_R,MOR,random,NumBits: 2048,0.29894375201959067,wilcoxon
Radius: 2,Radius: 3,Pearson_R,MOR,random,NumBits: 2048,0.6742237331182444,ttest_ind
Radius: 2,Radius: 3,Pearson_R,MOR,random,NumBits: 2048,0.604838651327524,ranksums
Radius: 2,Radius: 3,MAE,MOR,random,NumBits: 2048,0.058855033558480103,ttest_rel
Radius: 2,Radius: 3,MAE,MOR,random,NumBits: 2048,0.0858958258699641,wilcoxon
Radius: 2,Radius: 3,MAE,MOR,random,NumBits: 2048,0.5896022332931791,ttest_ind
Radius: 2,Radius: 3,MAE,MOR,random,NumBits: 2048,0.5444075540129325,ranksums
Radius: 2,Radius: 3,RMSE,DOR,random,NumBits: 2048,0.5795039098666668,ttest_rel
Radius: 2,Radius: 3,RMSE,DOR,random,NumBits: 2048,0.9262550873076122,wilcoxon
Radius: 2,Radius: 3,RMSE,DOR,random,NumBits: 2048,0.8559923090765211,ttest_ind
Radius: 2,Radius: 3,RMSE,DOR,random,NumBits: 2048,1.0,ranksums
Radius: 2,Radius: 3,R2,DOR,random,NumBits: 2048,0.6231097391783358,ttest_rel
Radius: 2,Radius: 3,R2,DOR,random,NumBits: 2048,0.9262550873076122,wilcoxon
Radius: 2,Radius: 3,R2,DOR,random,NumBits: 2048,0.8636525416981409,ttest_ind
Radius: 2,Radius: 3,R2,DOR,random,NumBits: 2048,0.9882041649400981,ranksums
Radius: 2,Radius: 3,Pearson_R,DOR,random,NumBits: 2048,0.7934080888571805,ttest_rel
Radius: 2,Radius: 3,Pearson_R,DOR,random,NumBits: 2048,0.7498711559507313,wilcoxon
Radius: 2,Radius: 3,Pearson_R,DOR,random,NumBits: 2048,0.9282245322800111,ttest_ind
Radius: 2,Radius: 3,Pearson_R,DOR,random,NumBits: 2048,0.9528424295801989,ranksums
Radius: 2,Radius: 3,MAE,DOR,random,NumBits: 2048,0.8382407027476249,ttest_rel
Radius: 2,Radius: 3,MAE,DOR,random,NumBits: 2048,0.7812637101499429,wilcoxon
Radius: 2,Radius: 3,MAE,DOR,random,NumBits: 2048,0.9524294151370236,ttest_ind
Radius: 2,Radius: 3,MAE,DOR,random,NumBits: 2048,0.9882041649400981,ranksums
Radius: 2,Radius: 3,RMSE,KOR,random,NumBits: 2048,0.017964955005388406,ttest_rel
Radius: 2,Radius: 3,RMSE,KOR,random,NumBits: 2048,0.02067111356691231,wilcoxon
Radius: 2,Radius: 3,RMSE,KOR,random,NumBits: 2048,0.5404591938916862,ttest_ind
Radius: 2,Radius: 3,RMSE,KOR,random,NumBits: 2048,0.5346352407039292,ranksums
Radius: 2,Radius: 3,R2,KOR,random,NumBits: 2048,0.018617861059614584,ttest_rel
Radius: 2,Radius: 3,R2,KOR,random,NumBits: 2048,0.019569215233846395,wilcoxon
Radius: 2,Radius: 3,R2,KOR,random,NumBits: 2048,0.6423758076099189,ttest_ind
Radius: 2,Radius: 3,R2,KOR,random,NumBits: 2048,0.6151959787448548,ranksums
Radius: 2,Radius: 3,Pearson_R,KOR,random,NumBits: 2048,0.03702795192140686,ttest_rel
Radius: 2,Radius: 3,Pearson_R,KOR,random,NumBits: 2048,0.03326889706740501,wilcoxon
Radius: 2,Radius: 3,Pearson_R,KOR,random,NumBits: 2048,0.6787207177617953,ttest_ind
Radius: 2,Radius: 3,Pearson_R,KOR,random,NumBits: 2048,0.6681063796183101,ranksums
Radius: 2,Radius: 3,MAE,KOR,random,NumBits: 2048,0.0016766205009110823,ttest_rel
Radius: 2,Radius: 3,MAE,KOR,random,NumBits: 2048,0.0041140307793227126,wilcoxon
Radius: 2,Radius: 3,MAE,KOR,random,NumBits: 2048,0.320469038665297,ttest_ind
Radius: 2,Radius: 3,MAE,KOR,random,NumBits: 2048,0.4246622046508918,ranksums
